"";"sofifa_id";"short_name";"age";"league_name";"overall";"value_eur";"preferred_foot";"team_position";"pace";"shooting";"passing";"dribbling";"defending";"physic";"BMI";"log_value_eur"
"703";189606;"J. Baumgartlinger";32;"German 1. Bundesliga";77;6000000;"Right";"Defender";55;49;69;68;77;80;0,0403047619047619;15,6072700271923
"704";189615;"A. Cresswell";30;"English Premier League";77;7000000;"Left";"Defender";70;60;74;75;75;66;0,0464015151515152;15,7614207070196
"705";189712;"K. Strootman";30;"French Ligue 1";77;7500000;"Left";"Defender";50;70;75;71;73;79;0,043245;15,8304135785065
"706";190264;"Iago Falqué";30;"Italian Serie A";77;8500000;"Left";"Defender";72;73;78;81;41;52;0,0438782608695652;15,9555767214605
"707";190432;"Oier";34;"Spain Primera Division";77;3400000;"Right";"Midfielder";64;64;72;69;74;75;0,0440055555555556;15,0392859895864
"708";190765;"P. Groß";29;"English Premier League";77;8500000;"Right";"Defender";52;72;81;75;59;71;0,042001282051282;15,9555767214605
"709";190875;"J. Kucka";33;"Italian Serie A";77;5000000;"Right";"Midfielder";57;74;73;74;77;87;0,0411857142857143;15,4249484703984
"710";191076;"J. Guðmundsson";29;"English Premier League";77;8500000;"Left";"Defender";73;73;78;76;61;68;0,0416116883116883;15,9555767214605
"711";191180;"J. Pastore";31;"Italian Serie A";77;8000000;"Right";"Defender";57;73;78;78;53;55;0,0448320512820513;15,8949520996441
"712";192641;"K. Vogt";28;"German 1. Bundesliga";77;8000000;"Right";"Defender";70;57;72;67;77;77;0,0442776470588235;15,8949520996441
"713";192678;"Kike García";30;"Spain Primera Division";77;8500000;"Right";"Forward";62;78;64;73;38;72;0,0437924050632911;15,9555767214605
"714";193361;"R. Soriano";29;"Italian Serie A";77;8500000;"Right";"Midfielder";68;74;77;79;67;68;0,0435842105263158;15,9555767214605
"715";193469;"Víctor Ruiz";31;"Spain Primera Division";77;6500000;"Left";"Defender";48;42;62;58;80;76;0,0438782051282051;15,6873127348659
"716";193532;"G. Medel";32;"Italian Serie A";77;6000000;"Right";"Midfielder";65;47;64;68;77;80;0,038475;15,6072700271923
"717";193683;"X. Chavalerin";29;"French Ligue 1";77;7500000;"Left";"Midfielder";63;64;75;73;71;74;0,0480060606060606;15,8304135785065
"718";194644;"Montoya";29;"Spain Primera Division";77;7500000;"Right";"Defender";76;61;71;73;74;70;0,0419520547945205;15,8304135785065
"719";194728;"I. Belfodil";28;"German 1. Bundesliga";77;9000000;"Right";"Defender";69;77;69;78;36;75;0,0428651162790698;16,0127351353005
"720";194794;"A. Yarmolenko";30;"English Premier League";77;8500000;"Left";"Defender";65;80;77;80;42;68;0,0434939759036145;15,9555767214605
"721";194879;"Sergi Enrich";30;"Spain Primera Division";77;8500000;"Right";"Forward";57;76;70;74;43;77;0,0425467532467532;15,9555767214605
"722";194932;"A. Townsend";28;"English Premier League";77;9000000;"Left";"Midfielder";78;75;74;79;38;67;0,0434027397260274;16,0127351353005
"723";196889;"S. Verdi";27;"Italian Serie A";77;9500000;"Left";"Defender";82;73;78;83;48;50;0,0465784615384615;16,0668023565708
"724";197083;"D. Caligiuri";32;"German 1. Bundesliga";77;7000000;"Right";"Midfielder";68;73;76;75;71;75;0,041405;15,7614207070196
"725";197756;"J. Ayew";28;"English Premier League";77;9000000;"Right";"Forward";77;76;71;79;45;74;0,0408938271604938;16,0127351353005
"726";197837;"D. Boyata";29;"German 1. Bundesliga";77;7500000;"Right";"Defender";71;29;52;57;77;83;0,0420761904761905;15,8304135785065
"727";198200;"B. Stambouli";29;"German 1. Bundesliga";77;7500000;"Right";"Defender";56;55;67;70;79;76;0,0395121951219512;15,8304135785065
"728";198230;"Germán";33;"Spain Primera Division";77;4200000;"Right";"Defender";51;40;59;56;78;79;0,0426451219512195;15,2505950832536
"729";198946;"D. D'Ambrosio";31;"Italian Serie A";77;6500000;"Right";"Defender";70;56;67;71;78;70;0,0432;15,6873127348659
"730";200215;"S. Rode";29;"German 1. Bundesliga";77;7500000;"Right";"Midfielder";68;64;71;73;76;77;0,0456338028169014;15,8304135785065
"731";201262;"V. Darida";29;"German 1. Bundesliga";77;8500000;"Right";"Midfielder";66;71;74;80;70;63;0,044155223880597;15,9555767214605
"732";201508;"G. Ramírez";29;"Italian Serie A";77;8500000;"Left";"Defender";61;75;78;79;39;57;0,0429346153846154;15,9555767214605
"733";201510;"L. Kurzawa";27;"French Ligue 1";77;8000000;"Left";"Forward";74;65;73;76;74;71;0,0447621621621622;15,8949520996441
"734";201982;"J. Schmid";30;"German 1. Bundesliga";77;7000000;"Right";"Defender";79;64;74;77;69;75;0,0405;15,7614207070196
"735";201988;"F. Fernández";31;"English Premier League";77;6500000;"Right";"Defender";48;30;53;50;78;74;0,0434939759036145;15,6873127348659
"736";202493;"Aleix Vidal";30;"Spain Primera Division";77;8500000;"Right";"Defender";82;67;72;78;72;70;0,0447557142857143;15,9555767214605
"737";202685;"S. Zaza";29;"Italian Serie A";77;9000000;"Left";"Forward";73;78;62;75;50;82;0,0411857142857143;16,0127351353005
"738";204277;"Roque Mesa";31;"Spain Primera Division";77;7500000;"Right";"Defender";67;64;74;77;72;76;0,0395148648648649;15,8304135785065
"739";204472;"B. Sarr";28;"French Ligue 1";77;7500000;"Right";"Defender";81;70;74;76;71;75;0,0481984615384615;15,8304135785065
"740";205407;"D. Baselli";28;"Italian Serie A";77;9000000;"Right";"Forward";70;72;79;80;66;67;0,04732;16,0127351353005
"741";205566;"Alberto Moreno";27;"Spain Primera Division";77;8000000;"Left";"Defender";85;66;69;78;70;69;0,0449861538461538;15,8949520996441
"742";206225;"D. Cheryshev";29;"Spain Primera Division";77;8500000;"Left";"Defender";79;76;76;75;55;67;0,0432986486486487;15,9555767214605
"743";206493;"Y. Abdelhamid";32;"French Ligue 1";77;5500000;"Left";"Defender";34;33;56;65;78;82;0,0434939759036145;15,5202586502027
"744";206651;"Roberto Torres";31;"Spain Primera Division";77;8000000;"Right";"Midfielder";66;78;78;75;65;71;0,0440055555555556;15,8949520996441
"745";207471;"F. Vázquez";31;"Spain Primera Division";77;7500000;"Left";"Defender";53;78;79;79;58;72;0,0426451219512195;15,8304135785065
"746";207494;"J. Lingard";27;"English Premier League";77;9500000;"Right";"Defender";77;74;74;78;58;70;0,0493951612903226;16,0668023565708
"747";207664;"C. Bacca";33;"Spain Primera Division";77;5500000;"Right";"Defender";68;75;64;74;33;66;0,0425467532467532;15,5202586502027
"748";207732;"Roger";29;"Spain Primera Division";77;9000000;"Right";"Forward";77;80;61;75;41;71;0,0432986486486487;16,0127351353005
"749";208004;"J. Veltman";28;"English Premier League";77;8000000;"Right";"Defender";65;49;66;68;79;76;0,0451413333333333;15,8949520996441
"750";208334;"J. Hector";30;"German 1. Bundesliga";77;7500000;"Left";"Midfielder";69;60;74;75;77;74;0,0456333333333333;15,8304135785065
"751";210282;"Bruno Peres";30;"Italian Serie A";77;7000000;"Right";"Midfielder";88;64;69;77;70;71;0,0440055555555556;15,7614207070196
"752";210324;"J. Hofmann";27;"German 1. Bundesliga";77;9500000;"Right";"Defender";73;69;76;78;49;63;0,0442514285714286;16,0668023565708
"753";213400;"D. Laxalt";27;"Italian Serie A";77;9500000;"Left";"Defender";87;63;73;77;65;68;0,0446253521126761;16,0668023565708
"754";213577;"Puertas";28;"Spain Primera Division";77;9000000;"Right";"Midfielder";78;76;72;75;44;74;0,0434922077922078;16,0127351353005
"755";213874;"Thiago Mendes";28;"French Ligue 1";77;9000000;"Right";"Defender";72;67;75;77;74;75;0,03916125;16,0127351353005
"756";216451;"J. Seri";28;"English Premier League";77;9000000;"Right";"Forward";66;68;79;78;69;65;0,0400561643835616;16,0127351353005
"757";217699;"I. Slimani";32;"English Premier League";77;7000000;"Right";"Forward";51;77;74;72;47;79;0,0425831325301205;15,7614207070196
"758";224031;"A. Marušić";27;"Italian Serie A";77;9500000;"Right";"Defender";87;71;72;76;72;75;0,0402647058823529;16,0668023565708
"759";229624;"Sergi Guardiola";29;"Spain Primera Division";77;9000000;"Left";"Forward";74;75;61;78;30;77;0,0434051282051282;16,0127351353005
"760";253004;"Ansu Fati";17;"Spain Primera Division";76;15000000;"Right";"Forward";88;71;68;79;29;53;0,0480060606060606;16,5235607590665
"761";248243;"E. Camavinga";17;"French Ligue 1";76;12000000;"Left";"Midfielder";71;62;74;77;75;75;0,0487117647058824;16,3004172077523
"762";238067;"N. Zaniolo";20;"Italian Serie A";76;12500000;"Left";"Defender";76;73;72;77;62;75;0,0456962025316456;16,3412392022725
"763";232756;"F. Tomori";22;"English Premier League";76;11000000;"Right";"Forward";80;37;58;66;76;74;0,0438782051282051;16,2134058307626
"764";232999;"T. Adams";21;"German 1. Bundesliga";76;11000000;"Right";"Defender";76;48;67;72;73;75;0,0425347222222222;16,2134058307626
"765";234574;"Diogo Dalot";21;"English Premier League";76;11000000;"Right";"Forward";79;60;70;76;71;76;0,0440644736842105;16,2134058307626
"766";238160;"M. Demiral";22;"Italian Serie A";76;11000000;"Right";"Defender";72;39;49;59;78;77;0,0433694117647059;16,2134058307626
"767";238370;"M. Pongračić";22;"German 1. Bundesliga";76;11000000;"Right";"Defender";71;26;52;64;75;81;0,038;16,2134058307626
"768";239817;"B. Soumaré";21;"French Ligue 1";76;11000000;"Right";"Defender";69;56;71;76;70;76;0,0431024390243902;16,2134058307626
"769";225782;"A. Maitland-Niles";22;"English Premier League";76;10000000;"Right";"Defender";83;59;69;76;69;68;0,0447557142857143;16,1180956509583
"770";236532;"R. Koch";23;"English Premier League";76;10500000;"Right";"Defender";71;38;59;63;77;75;0,0424197674418605;16,1668858151278
"771";244915;"M. Salisu";21;"English Premier League";76;10500000;"Left";"Defender";67;36;51;54;76;80;0,0429188235294118;16,1668858151278
"772";221014;"Carlos Fernández";24;"Spain Primera Division";76;11000000;"Left";"Forward";69;78;63;77;27;71;0,04805;16,2134058307626
"773";224263;"J. Kenny";23;"English Premier League";76;9500000;"Right";"Defender";71;49;67;71;74;70;0,0462328358208955;16,0668023565708
"774";226168;"M. Eggestein";23;"German 1. Bundesliga";76;10500000;"Right";"Midfielder";71;66;73;77;71;78;0,0436813333333333;16,1668858151278
"775";229862;"Edu Expósito";23;"Spain Primera Division";76;10500000;"Right";"Midfielder";54;70;71;74;66;57;0,0478223880597015;16,1668858151278
"776";231102;"L. Blas";22;"French Ligue 1";76;11000000;"Left";"Midfielder";75;71;74;79;60;63;0,0462857142857143;16,2134058307626
"777";233195;"X. Schlager";22;"German 1. Bundesliga";76;10500000;"Left";"Midfielder";70;69;71;76;65;75;0,0398368421052632;16,1668858151278
"778";234711;"J. Brekalo";22;"German 1. Bundesliga";76;11000000;"Right";"Midfielder";77;69;70;83;36;52;0,04375;16,2134058307626
"779";236461;"J. Mateta";23;"German 1. Bundesliga";76;11000000;"Right";"Forward";76;74;53;72;33;77;0,0418909090909091;16,2134058307626
"780";224081;"K. Phillips";24;"English Premier League";76;9500000;"Right";"Midfielder";66;66;70;68;73;83;0,0440055555555556;16,0668023565708
"781";224221;"J. Andersen";24;"French Ligue 1";76;9500000;"Right";"Defender";58;47;63;56;77;77;0,04096;16,0668023565708
"782";225161;"Vallejo";23;"Spain Primera Division";76;9500000;"Right";"Defender";70;41;53;63;77;69;0,0428556962025316;16,0668023565708
"783";227647;"M. Mittelstädt";23;"German 1. Bundesliga";76;9500000;"Left";"Defender";78;63;69;76;73;65;0,0456338028169014;16,0668023565708
"784";228635;"Borja Mayoral";23;"Spain Primera Division";76;10500000;"Right";"Forward";67;76;69;77;38;68;0,0447621621621622;16,1668858151278
"785";229582;"G. Mancini";24;"Italian Serie A";76;9500000;"Right";"Defender";54;45;48;57;78;75;0,0468831168831169;16,0668023565708
"786";232244;"S. Ascacíbar";23;"German 1. Bundesliga";76;9500000;"Right";"Midfielder";62;46;61;68;77;75;0,04032;16,0668023565708
"787";233631;"A. Ndiaye";23;"Spain Primera Division";76;10500000;"Right";"Defender";92;71;67;80;46;68;0,0475063492063492;16,1668858151278
"788";234128;"Luiz Araújo";24;"French Ligue 1";76;10500000;"Left";"Defender";88;67;69;82;38;51;0,04375;16,1668858151278
"789";235424;"D. Samassékou";24;"German 1. Bundesliga";76;9500000;"Right";"Defender";60;49;67;72;75;74;0,0455529411764706;16,0668023565708
"790";236786;"M. Terrier";23;"French Ligue 1";76;10500000;"Right";"Forward";84;75;73;75;35;65;0,0463780821917808;16,1668858151278
"791";210881;"J. McGinn";25;"English Premier League";76;10000000;"Left";"Midfielder";70;71;72;78;71;79;0,0465941176470588;16,1180956509583
"792";212977;"N. Stark";25;"German 1. Bundesliga";76;9000000;"Right";"Defender";75;53;64;69;77;75;0,0410227272727273;16,0127351353005
"793";215689;"A. Petagna";25;"Italian Serie A";76;10500000;"Left";"Defender";61;75;68;76;40;81;0,0424705882352941;16,1668858151278
"794";216816;"G. Simeone";24;"Italian Serie A";76;10500000;"Right";"Forward";76;75;59;76;39;71;0,0404456790123457;16,1668858151278
"795";218339;"M. Dahoud";24;"German 1. Bundesliga";76;10000000;"Right";"Defender";73;66;73;82;64;68;0,0465941176470588;16,1180956509583
"796";218659;"M. Targett";24;"English Premier League";76;9000000;"Left";"Defender";72;46;70;70;73;68;0,0478414285714286;16,0127351353005
"797";221697;"O. Watkins";24;"English Premier League";76;10500000;"Right";"Forward";83;73;68;74;46;67;0,0462857142857143;16,1668858151278
"798";222160;"Y. Koné";24;"French Ligue 1";76;9000000;"Left";"Defender";85;47;64;73;70;75;0,0426422535211268;16,0127351353005
"799";225201;"Alex Berenguer";24;"Italian Serie A";76;10500000;"Right";"Midfielder";80;72;73;79;63;63;0,0419520547945205;16,1668858151278
"800";227222;"F. Guilbert";25;"English Premier League";76;9000000;"Right";"Defender";75;48;67;68;74;77;0,0452628571428571;16,0127351353005
"801";227234;"L. Tousart";23;"German 1. Bundesliga";76;9500000;"Right";"Midfielder";59;54;64;61;79;83;0,0412349397590362;16,0668023565708
"802";228414;"Matheus Pereira";24;"English Premier League";76;10500000;"Left";"Midfielder";79;73;74;79;39;63;0,0413851351351351;16,1668858151278
"803";228881;"D. Calabria";23;"Italian Serie A";76;9000000;"Right";"Defender";73;43;67;72;75;66;0,0442514285714286;16,0127351353005
"804";231887;"Y. Yazıcı";23;"French Ligue 1";76;10500000;"Left";"Defender";66;74;77;78;47;71;0,04625;16,1668858151278
"805";232223;"K. Tsimikas";24;"English Premier League";76;9000000;"Left";"Defender";87;58;70;73;69;76;0,0471191176470588;16,0127351353005
"806";232381;"Wesley";23;"English Premier League";76;10500000;"Right";"Defender";69;76;67;70;38;84;0,0388095744680851;16,1668858151278
"807";233927;"Lucas Paquetá";22;"Italian Serie A";76;10000000;"Left";"Defender";75;74;75;81;59;75;0,045;16,1180956509583
"808";235634;"G. Konan";24;"French Ligue 1";76;9000000;"Left";"Defender";79;48;68;77;70;73;0,0436281690140845;16,0127351353005
"809";237207;"S. Kalu";22;"French Ligue 1";76;10500000;"Right";"Defender";87;66;70;78;34;56;0,0401063291139241;16,1668858151278
"810";240190;"K. Malong";24;"German 1. Bundesliga";76;9500000;"Right";"Midfielder";82;69;70;74;70;82;0,0410126582278481;16,0668023565708
"811";242201;"Luis Milla";25;"Spain Primera Division";76;9500000;"Right";"Defender";77;60;75;73;70;72;0,0457089552238806;16,0668023565708
"812";246844;"Carlos Neva";24;"Spain Primera Division";76;9000000;"Left";"Defender";78;50;61;70;74;64;0,04730625;16,0127351353005
"813";212623;"Santi Mina";24;"Spain Primera Division";76;10000000;"Right";"Defender";76;74;69;76;53;71;0,0425467532467532;16,1180956509583
"814";216320;"S. Fofana";25;"French Ligue 1";76;10000000;"Right";"Defender";76;71;70;76;70;76;0,0439688311688312;16,1180956509583
"815";225293;"H. Diallo";25;"French Ligue 1";76;10000000;"Right";"Forward";71;75;52;71;23;70;0,0456333333333333;16,1180956509583
"816";225341;"David García";26;"Spain Primera Division";76;9000000;"Right";"Defender";56;37;63;64;76;76;0,0475347222222222;16,0127351353005
"817";226221;"Aritz Elustondo";26;"Spain Primera Division";76;9000000;"Right";"Defender";65;33;58;59;76;74;0,0456338028169014;16,0127351353005
"818";228579;"B. Henrichs";23;"German 1. Bundesliga";76;9000000;"Right";"Defender";75;53;71;75;73;69;0,0423911392405063;16,0127351353005
"819";229221;"William";25;"German 1. Bundesliga";76;8500000;"Right";"Defender";73;50;69;77;72;69;0,0436432835820895;15,9555767214605
"820";229712;"Jorge";24;"French Ligue 1";76;9000000;"Left";"Forward";75;57;69;77;72;64;0,0483657142857143;16,0127351353005
"821";231361;"J. Gnagnon";23;"Spain Primera Division";76;9000000;"Right";"Forward";57;39;57;61;75;82;0,0372179775280899;16,0127351353005
"822";232730;"D. Kamada";23;"German 1. Bundesliga";76;10000000;"Right";"Midfielder";75;70;73;82;36;61;0,045;16,1180956509583
"823";244263;"A. Rrahmani";26;"Italian Serie A";76;9000000;"Right";"Defender";62;51;54;59;78;80;0,0444144578313253;16,0127351353005
"824";204082;"J. Brooks";27;"German 1. Bundesliga";76;8500000;"Left";"Defender";72;39;58;64;77;75;0,0477551282051282;15,9555767214605
"825";205391;"S. Meïté";26;"Italian Serie A";76;9500000;"Right";"Midfielder";64;59;73;77;72;79;0,04371125;16,0668023565708
"826";207948;"B. Traoré";24;"English Premier League";76;10000000;"Left";"Defender";82;71;71;82;47;66;0,0448780821917808;16,1180956509583
"827";209519;"G. Laborde";26;"French Ligue 1";76;9500000;"Left";"Forward";70;75;69;74;34;79;0,042001282051282;16,0668023565708
"828";210972;"Manquillo";26;"English Premier League";76;8500000;"Right";"Defender";73;44;63;73;74;66;0,0416894736842105;15,9555767214605
"829";211382;"I. Amadou";27;"Spain Primera Division";76;8500000;"Right";"Defender";66;55;65;71;74;79;0,0413444444444444;15,9555767214605
"830";212150;"M. Meyer";24;"English Premier League";76;10000000;"Right";"Defender";67;62;77;80;64;64;0,0440132352941177;16,1180956509583
"831";212602;"Diego Llorente";26;"Spain Primera Division";76;8500000;"Right";"Defender";71;40;62;67;74;76;0,045521052631579;15,9555767214605
"832";215639;"Kenedy";24;"Spain Primera Division";76;10000000;"Left";"Defender";76;67;72;80;57;64;0,0430181818181818;16,1180956509583
"833";215785;"K. Baldé";25;"French Ligue 1";76;10000000;"Right";"Forward";91;74;71;79;30;70;0,04095125;16,1180956509583
"834";219733;"L. Ajorque";26;"French Ligue 1";76;9500000;"Left";"Forward";63;76;58;68;26;79;0,0473280487804878;16,0668023565708
"835";223710;"V. Muriqi";26;"Italian Serie A";76;9500000;"Left";"Defender";60;76;55;68;28;82;0,0437627906976744;16,0668023565708
"836";224425;"M. Wolf";25;"German 1. Bundesliga";76;9500000;"Right";"Defender";79;70;72;75;68;75;0,0436345679012346;16,0668023565708
"837";238305;"Nacho Vidal";25;"Spain Primera Division";76;8500000;"Right";"Defender";74;55;69;70;71;65;0,0432;15,9555767214605
"838";199652;"D. Praet";26;"English Premier League";76;9000000;"Right";"Defender";67;70;77;78;61;64;0,042001282051282;16,0127351353005
"839";200746;"J. Lundstram";26;"English Premier League";76;9000000;"Right";"Defender";64;69;70;71;71;73;0,0442716216216216;16,0127351353005
"840";203030;"R. Knoche";28;"German 1. Bundesliga";76;8000000;"Right";"Defender";51;41;50;49;80;72;0,0468831168831169;15,8949520996441
"841";208165;"B. Djimsiti";27;"Italian Serie A";76;8000000;"Right";"Defender";40;39;59;48;79;77;0,0434939759036145;15,8949520996441
"842";213629;"E. Pulgar";26;"Italian Serie A";76;8500000;"Right";"Midfielder";61;61;75;74;73;76;0,0472554054054054;15,9555767214605
"843";225659;"G. Rodríguez";25;"Spain Primera Division";76;8500000;"Right";"Defender";56;56;65;63;77;78;0,04278125;15,9555767214605
"844";200054;"Pedro Obiang";28;"Italian Serie A";76;7500000;"Right";"Midfielder";57;59;74;73;75;72;0,0456333333333333;15,8304135785065
"845";200353;"A. Soumaoro";28;"French Ligue 1";76;7500000;"Right";"Defender";58;37;55;54;76;81;0,0384274725274725;15,8304135785065
"846";201939;"C. Piccini";27;"Italian Serie A";76;7500000;"Right";"Defender";76;42;64;70;75;76;0,0415360465116279;15,8304135785065
"847";205346;"R. Fredericks";27;"English Premier League";76;7500000;"Right";"Defender";92;51;66;73;70;69;0,0442716216216216;15,8304135785065
"848";205402;"J. Boëtius";26;"German 1. Bundesliga";76;9000000;"Right";"Midfielder";81;70;73;81;43;64;0,0434027397260274;16,0127351353005
"849";205431;"N. Füllkrug";27;"German 1. Bundesliga";76;9000000;"Right";"Defender";64;77;62;70;38;73;0,0430373493975904;16,0127351353005
"850";206591;"M. Weiser";26;"German 1. Bundesliga";76;8000000;"Right";"Forward";70;62;74;82;72;68;0,0441253521126761;15,8949520996441
"851";207537;"J. Lukaku";25;"Italian Serie A";76;9000000;"Left";"Defender";91;61;70;80;71;74;0,0364290697674419;16,0127351353005
"852";208451;"R. Quaison";26;"German 1. Bundesliga";76;9000000;"Right";"Midfielder";75;77;68;79;44;69;0,0434922077922078;16,0127351353005
"853";210679;"Paulo Oliveira";28;"Spain Primera Division";76;7500000;"Right";"Defender";61;35;51;61;77;75;0,0426451219512195;15,8304135785065
"854";211454;"M. Elneny";27;"English Premier League";76;8000000;"Right";"Defender";55;63;72;70;73;74;0,0442716216216216;15,8949520996441
"855";212678;"L. Augustinsson";26;"German 1. Bundesliga";76;8000000;"Left";"Defender";68;60;75;74;71;71;0,0455013888888889;15,8949520996441
"856";212722;"D. Yedlin";26;"English Premier League";76;8000000;"Right";"Defender";92;51;64;75;70;68;0,0394453333333333;15,8949520996441
"857";215616;"Jason";25;"Spain Primera Division";76;9000000;"Right";"Defender";78;74;72;78;49;66;0,0487446153846154;16,0127351353005
"858";217870;"G. Di Lorenzo";26;"Italian Serie A";76;8000000;"Right";"Defender";70;69;71;74;75;74;0,0403481927710843;15,8949520996441
"859";218066;"M. Samatta";27;"English Premier League";76;9000000;"Right";"Defender";79;76;66;72;32;73;0,04186125;16,0127351353005
"860";146439;"Negredo";34;"Spain Primera Division";76;4100000;"Left";"Forward";63;78;64;70;36;78;0,0402279069767442;15,2264975316745
"861";146758;"Soldado";35;"Spain Primera Division";76;3500000;"Right";"Forward";54;78;71;73;44;68;0,0437837837837838;15,0682735264596
"862";158625;"Dante";36;"French Ligue 1";76;1600000;"Left";"Defender";33;51;67;62;78;75;0,0392538461538462;14,28551418721
"863";160741;"D. Abraham";33;"German 1. Bundesliga";76;3600000;"Right";"Defender";74;55;59;52;77;77;0,0435621951219512;15,0964444034263
"864";164859;"T. Walcott";31;"English Premier League";76;7000000;"Right";"Defender";86;70;69;78;39;60;0,0455529411764706;15,7614207070196
"865";169792;"J. Rodriguez";30;"English Premier League";76;7500000;"Right";"Defender";71;77;68;72;42;69;0,0407440476190476;15,8304135785065
"866";173546;"J. Tomkins";31;"English Premier League";76;5500000;"Right";"Defender";37;32;57;53;78;74;0,0498162162162162;15,5202586502027
"867";173608;"Joselu";30;"Spain Primera Division";76;7500000;"Right";"Forward";56;77;67;71;30;71;0,04608;15,8304135785065
"868";177358;"M. Schneiderlin";30;"French Ligue 1";76;6500000;"Right";"Midfielder";54;60;71;70;75;75;0,0456333333333333;15,6873127348659
"869";180334;"Marcelo";33;"French Ligue 1";76;3600000;"Right";"Defender";44;46;58;53;75;85;0,0429188235294118;15,0964444034263
"870";181098;"M. Hasebe";36;"German 1. Bundesliga";76;1600000;"Right";"Defender";58;51;76;71;78;68;0,045;14,28551418721
"871";182495;"M. Cáceres";33;"Italian Serie A";76;3600000;"Right";"Defender";72;51;63;68;78;71;0,0415384615384615;15,0964444034263
"872";183129;"C. Clark";30;"English Premier League";76;6000000;"Left";"Defender";51;53;53;54;78;74;0,0388920454545455;15,6072700271923
"873";183130;"M. Albrighton";30;"English Premier League";76;7500000;"Right";"Defender";68;68;76;77;59;67;0,0413851351351351;15,8304135785065
"874";183285;"M. Sakho";30;"English Premier League";76;6000000;"Left";"Defender";50;33;65;54;76;80;0,0421313253012048;15,6072700271923
"875";183580;"N. Petersen";31;"German 1. Bundesliga";76;7000000;"Right";"Forward";54;79;59;65;45;73;0,04418;15,7614207070196
"876";184190;"R. Thomas";32;"French Ligue 1";76;4900000;"Left";"Defender";36;33;54;47;78;73;0,0443440476190476;15,4047457630809
"877";184392;"M. Darmian";30;"Italian Serie A";76;6000000;"Right";"Defender";67;58;67;73;77;68;0,04732;15,6072700271923
"878";184826;"Adrien Silva";31;"English Premier League";76;6500000;"Right";"Forward";53;73;77;75;69;67;0,0443840579710145;15,6873127348659
"879";185174;"A. Poli";30;"Italian Serie A";76;6500000;"Right";"Midfielder";68;65;75;78;73;67;0,0430181818181818;15,6873127348659
"880";185239;"O. Toprak";30;"German 1. Bundesliga";76;6000000;"Right";"Defender";70;37;60;67;78;71;0,0416819277108434;15,6072700271923
"881";186330;"T. Gebre Selassie";33;"German 1. Bundesliga";76;3500000;"Right";"Defender";66;51;70;75;76;72;0,0461422535211268;15,0682735264596
"882";186392;"J. Ward";30;"English Premier League";76;6000000;"Right";"Defender";61;52;67;66;78;71;0,0425831325301205;15,6072700271923
"883";186832;"K. Asamoah";31;"Italian Serie A";76;7000000;"Left";"Defender";71;68;76;79;77;72;0,0399053333333333;15,7614207070196
"884";188253;"J. McCarthy";29;"English Premier League";76;6500000;"Right";"Defender";57;60;74;73;75;66;0,045;15,6873127348659
"885";188388;"R. Boudebouz";30;"French Ligue 1";76;7500000;"Left";"Midfielder";68;76;78;78;40;58;0,0423364864864865;15,8304135785065
"886";188770;"A. Mehmedi";29;"German 1. Bundesliga";76;7500000;"Right";"Midfielder";69;76;71;80;44;67;0,0429346153846154;15,8304135785065
"887";189461;"J. Wilshere";28;"English Premier League";76;7500000;"Left";"Defender";63;67;79;80;63;61;0,0435058823529412;15,8304135785065
"888";190416;"D. Le Tallec";30;"French Ligue 1";76;6500000;"Right";"Midfielder";61;62;69;70;77;77;0,04371125;15,6873127348659
"889";192445;"D. Ginczek";29;"German 1. Bundesliga";76;7500000;"Right";"Defender";69;77;51;67;38;77;0,0424705882352941;15,8304135785065
"890";192557;"M. Plattenhardt";28;"German 1. Bundesliga";76;6500000;"Left";"Defender";66;56;76;74;73;73;0,042001282051282;15,6873127348659
"891";192663;"F. Klos";32;"German 1. Bundesliga";76;6000000;"Right";"Forward";64;76;63;64;40;81;0,0404688172043011;15,6072700271923
"892";192722;"R. Hamouma";33;"French Ligue 1";76;4700000;"Right";"Midfielder";69;73;76;78;42;62;0,0416894736842105;15,3630730666803
"893";193116;"M. Gonalons";31;"Spain Primera Division";76;6000000;"Right";"Midfielder";53;61;70;68;75;72;0,0460118421052632;15,6072700271923
"894";193158;"D. Pröpper";28;"English Premier League";76;7500000;"Right";"Defender";60;70;76;77;66;75;0,0433227848101266;15,8304135785065
"895";193290;"M. Braithwaite";29;"Spain Primera Division";76;7500000;"Right";"Defender";80;75;70;77;35;74;0,0429164383561644;15,8304135785065
"896";194845;"W. Khazri";29;"French Ligue 1";76;7500000;"Right";"Defender";71;79;76;79;42;67;0,0435842105263158;15,8304135785065
"897";195202;"T. Cairney";29;"English Premier League";76;7500000;"Left";"Midfielder";63;72;77;77;60;64;0,0411857142857143;15,8304135785065
"898";195586;"A. Finnbogason";31;"German 1. Bundesliga";76;7000000;"Right";"Defender";61;81;62;74;33;67;0,04232;15,7614207070196
"899";198368;"Tomás Pina";32;"Spain Primera Division";76;6000000;"Right";"Midfielder";47;66;72;73;73;72;0,0434051282051282;15,6072700271923
"900";199561;"Nolito";33;"Spain Primera Division";76;4700000;"Right";"Midfielder";66;75;75;76;45;63;0,0471153846153846;15,3630730666803
"901";200318;"M. Uth";28;"German 1. Bundesliga";76;8000000;"Left";"Forward";72;78;71;76;40;68;0,0475347222222222;15,8949520996441
